State,Date,Time,Cumulative case count,Cumulative deaths,Tests conducted (negative),Tests conducted (total),Hospitalisations (count),Intensive care (count),Ventilator usage (count),Recovered (cumulative),Update Source,Notes
WA,22/01/2021,14:58,890,,,707133,,,,869,media release,
VIC,22/01/2021,15:48,20433,,,4338030,,,,19582,media release,
NSW,22/01/2021,20:00,4895,,,4553256,79,,,,media release,
VIC,23/01/2021,12:00,20436,,,4353741,,,,19583,media release,
QLD,23/01/2021,12:00,1303,,,1720934,21,0,0,1266,media release,
WA,23/01/2021,16:30,892,,,707133,,,,872,media release,
NSW,23/01/2021,11:00,4898,,,4564600,78,0,0,,media release,
VIC,24/01/2021,11:40,20437,,,4365642,,,,,media release,
WA,24/01/2021,15:28,894,,,707133,,,,,media release,
NSW,24/01/2021,12:00,4901,,,4573289,75,0,0,,media release,
VIC,25/01/2021,13:50,20443,,,,,,,,media release,
VIC,26/01/2021,14:26,20443,,,4389104,,,,19592,media release,
WA,26/01/2021,15:19,895,,,,,,,,media release,
WA,27/01/2021,15:30,897,,,718421,,,,873,media release,
NSW,27/01/2021,20:00,4907,,,4598640,62,,,,media release,
WA,28/01/2021,15:00,898,,,720494,,,,,media release,
VIC,28/01/2021,18:30,20446,,,4417210,,,,,media release,
NSW,28/01/2021,20:00,4910,,,4610537,59,0,0,,media release,
ACT,29/01/2021,09:49,118,,155108,,,,,115,media release,
VIC,29/01/2021,16:02,20447,,,4432756,,,,19600,media release,
WA,29/01/2021,16:11,899,,,721959,,,,876,media release,
NSW,29/01/2021,20:00,4912,,,4621041,57,,,,media release,
VIC,30/01/2021,12:00,20448,,,4446458,,,,19605,media release,
QLD,30/01/2021,12:00,1309,,,1760009,7,,,1287,media release,
SA,30/01/2021,12:00,596,,,958875,,,,592,media release,
WA,30/01/2021,15:30,902,,,,,,,878,media release,
NSW,30/01/2021,11:00,4915,,,4629852,49,,,,media release,
WA,30/01/2021,15:00,902,,,,,,,,media release,
VIC,30/01/2021,18:00,20448,,,4457139,,,,,media release,
NSW,31/01/2021,20:00,4921,,,4635875,49,0,0,,media release,
ACT,01/02/2021,14:21,118,,156083,,,,,115,media release,
VIC,31/01/2021,23:59,20448,,,4457139,,,,19608,media release,
NSW,02/02/2021,11:00,4923,,,4642561,48,,,,media release,
VIC,01/02/2021,23:59,20449,,,4476223,,,,,media release,
QLD,02/02/2021,12:00,1311,,,1774044,6,0,,,media release,
ACT,02/02/2021,12:39,118,,,,0,0,0,115,media release,
WA,02/02/2021,19:00,904,,,738946,1,,,886,media release,
NSW,02/02/2021,20:00,4925,,,4654377,,,,,media release,
NSW,03/02/2021,20:00,4928,,,4664928,50,,,,media release,
VIC,04/02/2021,12:00,20452,,,4506040,,,,1961,media release,
NSW,04/02/2021,20:00,4928,,,4675041,,,,,media release,
VIC,05/02/2021,15:30,20456,,,4520652,,,,,media release,
NSW,05/02/2021,20:00,4930,,,4687562,49,,,,media release,
VIC,06/02/2021,15:30,20456,,,4543879,,,,,media release,
WA,06/02/2021,16:00,907,,,,,,,887,media release,
NSW,06/02/2021,20:00,4931,,,4696810,49,0,0,,media release,
WA,07/02/2021,13:18,907,,,,,,,887,media release,
VIC,07/02/2021,12:00,20455,,,4558741,,,,19614,media release,
NSW,07/02/2021,20:00,4934,,,4708209,44,0,0,,media release,
WA,08/02/2021,13:10,907,,,800100,,,,888,media release,
NSW,09/02/2021,20:00,4940,,,4734409,,,,,media release,
VIC,10/02/2021,00:00,20458,,,4605765,,,,19622,media release,
QLD,10/02/2021,12:00,1315,,,1818493,5,,,1297,media release,
WA,10/02/2021,12:45,909,,,813567,,,,892,media release,
ACT,10/02/2021,16:17,118,,,160973,0,0,,115,media release,
NSW,11/02/2021,20:00,4945,,,4765324,,,,,media release,
VIC,12/02/2021,12:00,20464,,,4652545,,,,19626,media release,
QLD,12/02/2021,12:00,1317,,,1834387,6,,,1299,media release,
NSW,12/02/2021,20:00,4947,,,4778412,,,,,media release,
VIC,13/02/2021,12:00,20466,,,4672661,,,,19626,media release,
NSW,13/02/2021,11:01,4949,,,4794714,33,0,0,,media release,
WA,14/02/2021,13:04,910,,,822974,,,,896,media release,
VIC,14/02/2021,12:00,20469,,,4694136,,,,19628,media release,
NSW,14/02/2021,20:00,4949,,,4810409,,,,,media release,
WA,15/02/2021,13:21,910,,,,,,,,media release,
VIC,15/02/2021,18:18,20471,,,4719280,,,,,media release,
NSW,15/02/2021,20:00,4950,,,4822745,23,0,0,,media release,
VIC,16/02/2021,12:00,20475,,,4743230,,,,,media release,
NSW,16/02/2021,20:00,4954,,,4846208,26,0,0,,media release,
VIC,17/02/2021,12:00,20475,,,4782488,,,,19630,media release,
QLD,17/02/2021,12:00,1320,,,1878264,6,,,1306,media release,
NSW,17/02/2021,20:00,4954,,,4867114,24,,,,media release,
VIC,18/02/2021,12:00,20476,,,4812749,,,,19631,media release,
ACT,18/02/2021,13:37,118,,,166255,0,,,115,media release,
WA,18/02/2021,13:11,910,,,843114,,,,898,media release,
VIC,18/02/2021,00:00,20476,,,4812749,0,0,0,19631,media release,
NSW,18/02/2021,12:00,4957,,,4900506,22,0,0,,media release,
VIC,19/02/2021,17:00,20476,,,4851742,1,0,0,,media release,
NSW,19/02/2021,20:00,4957,,,4900506,22,0,0,,media release,
VIC,20/02/2021,12:00,20479,,,4851742,,,,,media release,
NSW,20/02/2021,20:00,4960,,,4914092,19,0,0,,media release,
WA,21/02/2021,13:06,911,,,,,,,899,media release,
VIC,21/02/2021,12:00,20479,,,4862081,1,0,0,19634,media release,
NSW,21/02/2021,20:00,4961,,,4926267,19,0,0,,media release,
WA,22/02/2021,13:07,912,,,853710,,,,899,media release,
VIC,22/02/2021,12:00,20479,,,4870358,1,0,0,19634,media release,
ACT,22/02/2021,15:21,118,,,168325,0,0,0,115,media release,
NSW,22/02/2021,13:00,4961,,,4926267,19,0,0,,media release,
WA,23/02/2021,13:55,913,,,857169,,,,,media release,
NSW,23/02/2021,20:00,4966,,,4954361,19,0,0,,media release,
VIC,23/02/2021,12:00,20479,,,4906829,1,0,0,19639,media release,
QLD,23/02/2021,12:00,1323,,,1918365,7,0,,1309,media release,
SA,23/02/2021,17:30,612,,,1073938,0,0,,604,media release,
WA,24/02/2021,13:18,913,,,860784,,,,901,media release,
ACT,24/02/2021,14:18,118,,,169295,0,0,,115,media release,
NSW,24/02/2021,20:00,4973,,,4972280,26,0,0,,media release,
WA,25/02/2021,13:40,913,,,,,,,,media release,
VIC,25/02/2021,12:00,20479,,,4926111,2,0,0,,media release,
ACT,25/02/2021,16:50,118,,17310,,0,0,,115,media release,
NSW,25/02/2021,11:20,4977,,,4987778,24,0,0,,media release,
VIC,26/02/2021,12:00,20481,,,4942705,2,0,0,,media release,
ACT,26/02/2021,16:08,118,,,170941,,,,115,media release,
NSW,26/02/2021,15:00,4983,,,5000449,31,0,0,,media release,
WA,27/02/2021,13:11,913,,,862767,,,,901,media release,
VIC,27/02/2021,12:00,20481,,,4953002,3,1,0,19646,media release,
NSW,27/02/2021,20:00,4988,,,5011674,33,0,0,,media release,
VIC,28/02/2021,12:00,20481,,,4960442,2,0,0,,media release,
NSW,28/02/2021,20:00,4991,,,5022326,38,1,0,,media release,
WA,01/03/2021,13:27,913,,,,,,,901,media release,
VIC,01/03/2021,12:00,20481,,,4967414,2,0,0,,media release,
NSW,01/03/2021,20:00,4994,,,5029902,3,0,0,,media release,
ACT,02/03/2021,13.08,118,,,172799,0,0,,,media release,
WA,02/03/2021,13:22,913,,,870745,,,,901,media release,
NSW,02/03/2021,11:00,5000,,,5046949,41,0,0,,media release,
VIC,03/03/2021,12:00,20481,,,498939,,,,19651,media release,
QLD,03/03/2021,12:00,1335,,,1962878,14,,,1313,media release,
NSW,03/03/2021,20:00,5004,,,5061804,46,1,0,,media release,
WA,04/03/2021,13:11,914,,,876822,,,,902,media release,
ACT,04/03/2021,14:07,120,,,174267,0,0,,115,media release,
VIC,04/03/2021,12:00,20481,,,5018897,2,,,,media release,
NSW,04/03/2021,20:00,5015,,,5075193,55,1,0,,media release,
WA,05/03/2021,13:05,914,,,879233,,,,902,media release,
ACT,05/03/2021,13:44,120,,,174757,0,0,,115,media release,
VIC,05/03/2021,12:00,20481,,,5038743,1,0,0,,media release,
NSW,05/03/2021,13:00,5018,,,5086787,56,0,0,,media release,
VIC,06/03/2021,13:00,20482,,,5053557,,,,,media release,
WA,06/03/2021,13:16,916,,,879233,,,,,media release,
NSW,06/03/2021,20:00,5020,,,5096514,54,1,,,media release,
VIC,07/03/2021,12:00,20481,,,5064581,,,,19656,media release,
WA,07/03/2021,18:00,917,,,879233,,,,903,media release,
NSW,07/03/2021,20:00,5021,,,5106606,55,1,,,media release,
WA,08/03/2021,13:00,919,,,887191,,,,903,media release,
VIC,08/03/2021,12:00,20482,,,5074574,0,0,,,media release,
NSW,08/03/2021,11:12,5026,,,5113431,54,1,1,,media release,
WA,09/03/2021,13:47,920,,,889786,,,,903,media release,
VIC,09/03/2021,12:00,20483,,,5083425,0,0,0,,media release,
ACT,09/03/2021,14:33,122,,176385,,,,,115,media release,
NSW,09/03/2021,11:02,5031,,,5128965,59,1,0,,media release,
WA,10/03/2021,13:46,921,,,892877,,,,903,media release,
ACT,10/03/2021,14:23,123,,177125,,0,0,0,115,media release,
VIC,10/03/2021,12:00,20483,,,5100039,0,0,0,,media release,
NSW,10/03/2021,20:00,5037,,,5143100,56,0,0,,media release,
WA,11/03/2021,13:13,922,,,895455,,,,905,media release,
ACT,11/03/2021,15:46,123,,177787,,,,,115,media release,
VIC,11/03/2021,12:00,20483,,,5120078,0,0,0,,media release,
NSW,11/03/2021,20:00,5045,,,5154150,53,0,0,,media release,
WA,12/03/2021,13:08,922,,,897976,,,,905,media release,
ACT,12/03/2021,13:36,123,,178223,,0,0,0,115,media release,
VIC,12/03/2021,16:15,20483,,,5138905,0,0,0,,media release,
NSW,12/03/2021,11:00,5045,,,5164144,49,0,,,media release,
WA,13/03/2021,15:30,923,,,,,,,,media release,
NSW,13/03/2021,20:00,5048,,,5173413,,,,,media release,
QLD,14/03/2021,12:00,1380,,,2038338,36,,,1328,media release,
VIC,14/03/2021,12:00,20483,,,5166899,,,,19661,media release,
WA,14/03/2021,13:00,924,,,,,,,906,media release,
NSW,14/03/2021,20:00,5051,,,5181612,,,,,media release,
QLD,15/03/2021,12:00,1380,,,2038338,36,,,1328,media release,
WA,15/03/2021,13:00,925,,,904610,,,,906,media release,
ACT,15/03/2021,13:57,123,,179432,,0,0,0,115,media release,
VIC,15/03/2021,12:00,20483,,,5176595,0,0,0,,media release,
NSW,15/03/2021,20:00,5053,,,5187869,49,0,0,,media release,
QLD,15/03/2021,12:00,1386,,,2042714,32,,,1328,media release,
WA,16/03/2021,13:00,926,,,907365,,,,907,media release,
NSW,16/03/2021,20:00,5059,,,5202124,,,,,media release,
WA,17/03/2021,17:00,927,,,910259,,,,907,media release,
NSW,17/03/2021,20:00,5062,,,5216173,,,,48,media release,
VIC,18/03/2021,12:00,20483,,,5231987,,,,19661,media release,
QLD,18/03/2021,12:00,1394,,,2060035,35,1,,1330,media release,
NSW,18/03/2021,20:00,5067,,,5228045,54,,,,media release,
WA,19/03/2021,12:59,929,,,915537,,,,908,media release,
VIC,20/03/2021,17:00,20483,,,5262520,,,,,media release,
NSW,23/03/2021,20:00,5083,,,5279989,,,,,media release,
VIC,24/03/2021,13:00,20483,,,5317581,,,,19663,media release,
WA,24/03/2021,13:00,932,,,925818,,,,913,media release,
QLD,24/03/2021,13:00,1426,,,2103710,62,1,,1337,media release,
NSW,24/03/2021,20:00,5086,,,5290147,61,0,,,media release,
WA,25/03/2021,13:06,934,,,928277,,,,915,media release,
VIC,25/03/2021,12:00,20483,,,5333027,0,0,,,media release,
NSW,25/03/2021,20:00,5089,,,5300051,60,0,,,media release,
WA,26/03/2021,13:29,934,,,931175,,,,915,media release,
VIC,26/03/2021,18:50,20483,,,5346827,0,0,0,,media release,
NSW,26/03/2021,20:00,5092,,,5308307,60,0,,,media release,
WA,27/03/2021,13:14,934,,,931175,,,,915,media release,
VIC,27/03/2021,12:00,20483,,,537113,0,0,,,media release,
NSW,27/03/2021,20:00,5092,,,5316511,50,,,,media release,
VIC,28/03/2021,12:00,20483,,,5368821,,,,,media release,
QLD,28/03/2021,12:00,1446,,,2136035,66,2,,1339,media release,
WA,28/03/2021,15:00,935,,,931175,,,,915,media release,
NSW,28/03/2021,20:00,5094,,,5324548,,,,,media release,
QLD,29/03/2021,12:00,1456,,,2147661,63,2,,1343,media release,
VIC,29/03/2021,12:00,20484,,,5390097,,,,19663,media release,
WA,29/03/2021,13:30,938,,,938011,,,,916,media release,
NSW,29/03/2021,20:00,5099,,,5331851,,,,,media release,
QLD,30/03/2021,12:00,1466,,,2162250,64,2,,1343,media release,
NSW,30/03/2021,20:00,5102,,,5349244,,,,,media release,
VIC,31/03/2021,12:00,20484,,,5417745,,,,19663,media release,
QLD,31/03/2021,12:00,1467,,,2195658,66,1,,1343,media release,
WA,31/03/2021,15:00,942,,,944265,,,,918,media release,
TAS,31/03/2021,18:00,232,,,191272,,,,219,media release,
NSW,31/03/2021,20:00,5017,,,5369703,,,,,media release,
ACT,01/04/2021,11:46,123,,189483,,0,0,0,120,media release,
WA,01/04/2021,13:18,944,,,9470084,,,,,media release,
VIC,01/04/2021,12:00,20484,,,5437175,,,,,media release,
VIC,02/04/2021,12:00,20484,,,5463004,,,,,media release,
NSW,02/04/2021,20:00,5110,,,5403224,,,,,media release,
VIC,03/04/2021,12:00,20484,,,5465083,,,,,media release,
WA,03/04/2021,13:26,944,,,947084,,,,,media release,
NSW,03/04/2021,20:00,5111,,,5409473,,,,,media release,
NT,04/04/2021,08:30,113,,,153909,,,,107,media release,
VIC,04/04/2021,12:00,20484,,,5474659,,,,19663,media release,
QLD,04/04/2021,12:00,1489,,,2305574,71,2,,1353,media release,
WA,04/04/2021,13:00,947,,,,,,,922,media release,
SA,04/04/2021,13:00,659,,,1187106,1,1,,643,media release,
NSW,05/04/2021,13:00,5121,,,5422265,40,,,,media release,
VIC,06/04/2021,14:13,20484,,,5489089,,,,,media release,
NSW,06/04/2021,20:00,5127,,,5427141,45,0,0,,media release,
VIC,07/04/2021,12:00,20484,,,5489089,,,,19663,media release,
QLD,07/04/2021,12:00,1497,,,2326788,67,1,,1370,media release,
SA,07/04/2021,12:00,662,,,1195026,1,1,,649,media release,
WA,07/04/2021,13:00,951,,,957490,,,,924,media release,
NSW,07/04/2021,11:00,5129,,,5438835,42,,,,media release,
ACT,08/04/2021,12:34,123,,192157,,0,0,0,120,media release,
WA,08/04/2021,12:59,951,,,960710,,,,928,media release,
NSW,10/04/2021,11:00,5141,,,5469526,46,,,,media release,
WA,11/04/2021,13:58,953,,,,,,,,media release,
NSW,11/04/2021,11:40,5150,,,5476724,53,,,,media release,
WA,12/04/2021,12:14,954,,,970984,,,,,media release,
NSW,12/04/2021,20:00,5155,,,5482234,54,0,,,media release,
WA,13/04/2021,11:56,957,,,973942,,,,,media release,
QLD,13/04/2021,12:00,1506,,,2368757,53,0,,,Queensland health,
VIC,13/04/2021,12:00,20487,,,5577549,0,0,0,,media release,
NSW,13/04/2021,20:00,5158,,,5494494,55,1,,,media release,
WA,14/04/2021,12:16,964,,,977434,,,,938,media release,
ACT,14/04/2021,14:13,123,,194275,,,,,120,media release,
VIC,14/04/2021,12:00,20487,,,5593551,,,,,media release,
NSW,14/04/2021,20:00,5167,,,5505042,56,,,,media release,
WA,15/04/2021,12:18,965,,,980080,,,,,media release,
VIC,15/04/2021,12:00,20487,,,5610591,,,,,media release,
NSW,15/04/2021,20:00,5174,,,5515457,58,1,,,media release,
WA,16/04/2021,12:03,966,,,982480,,,,,media release,
VIC,16/04/2021,12:00,20492,,,5625299,,,,,media release,
NSW,16/04/2021,20:00,5181,,,5524220,,,,,media release,
VIC,17/04/2021,12:00,20494,,,5637128,,,,,media release,
WA,17/04/2021,12:32,967,,,,,,,,media release,
QLD,17/04/2021,12:00,1516,,,2396981,23,0,,,media release,
NSW,17/04/2021,11:13,5187,,,5532308,,,,,media release,
NSW,18/04/2021,20:00,5195,,,5539974,70,,,,media release,
WA,19/04/2021,12:00,975,,,988693,,,,,media release,
QLD,19/04/2021,12:00,1518,,,2403776,,,,,media release,
VIC,19/04/2021,12:00,20498,,,5653701,,,,19664,media release,
NSW,19/04/2021,12:00,5198,,,5545759,71,1,,,media release,
WA,20/04/2021,12:00,978,,,991554,,,,,media release,
VIC,20/04/2021,20:00,20499,,,5663743,,,,,media release,
NSW,20/04/2021,20:00,5206,,,5557702,78,1,1,,media release,
VIC,21/04/2021,12:00,20502,,,5676349,,,,,media release,
VIC,22/04/2021,12:00,20504,,,5690300,,,,,media release,
NSW,21/04/2021,20:00,5211,,,5567966,80,1,1,,media release,
NSW,23/04/2021,20:00,5230,,,5586520,,,,,media release,
QLD,24/04/2021,12:00,1527,,,2430383,14,0,0,1454,media release,
VIC,24/04/2021,12:00,20508,,,5716612,,,,19665,media release,
WA,24/04/2021,13:00,984,,,999110,,,,,media release,
NSW,24/04/2021,12:00,5231,,,5594226,,,,,media release,
NSW,25/04/2021,11:18,5239,,,5601641,,,,,media release,
WA,30/04/2021,14:00,999,,,1067992,,,,962,media release,
NSW,30/04/2021,20:00,5292,,,5657557,,,,,media release,
VIC,01/05/2021,12:00,20521,,,5824918,,,,19678,media release,
QLD,01/05/2021,12:00,1561,,,2464657,,,,1507,media release,
NSW,01/05/2021,13:00,5295,,,5666557,,,,,media release,
VIC,02/05/2021,14:00,20522,,,5837202,,,,,media release,
NSW,03/05/2021,20:00,5306,,,5680078,,,,,media release,
WA,04/05/2021,12:00,1008,,,1084717,,,,973,media release,
QLD,04/05/2021,12:00,1568,,,2474437,17,,,1511,media release,
NSW,05/05/2021,20:00,5327,,,5705201,,,,,media release,
VIC,06/05/2021,12:00,20526,,,5898989,,,,19687,media release,
QLD,06/05/2021,12:00,1571,,,2485240,17,,,1536,media release,
NSW,07/05/2021,20:00,5338,,,5740693,,,,,media release,
WA,08/05/2021,12:00,1013,,,1112253,,,,,media release,
VIC,08/05/2021,12:00,20527,,,5933641,,,,,media release,
QLD,08/05/2021,12:00,1576,,,2499215,17,,,1538,media release,
NSW,14/05/2021,20:00,5366,,,5851712,,,,,media release,
WA,15/05/2021,12:00,1015,,,1134609,,,,998,media release,
VIC,15/05/2021,12:00,20539,,,6035711,,,,,media release,
QLD,15/05/2021,12:00,1588,,,2540184,,,,1562,media release,
